24015KAKO AKO2019032919080208    0.212  N                                9   12    2   16                       
24015KAKO AKO2019032919090209    0.216  N                               14   12    9   14                       
24015KAKO AKO2019032919100210    0.233  N                               19   11   23   15                       
24015KAKO AKO2019032919110211    0.271  N                               22   11   29   14                       
24015KAKO AKO2019032919120212    0.261  N                               21   13   18   16                       
24015KAKO AKO2019032919130213    0.259  N                               21   14   21   16                       
24015KAKO AKO2019032919140214    0.292  N                               19   13   23   16                       
24015KAKO AKO2019032919150215    0.388  N                               17   13   17   16                       
24015KAKO AKO2019032919160216    0.372  N                               16   13   10   17                       
24015KAKO AKO2019032919170217    0.393  N                               15   13   13   14                       
24015KAKO AKO2019032919180218    0.398  N                               14   11   18   14                       
24015KAKO AKO2019032919190219    0.417  N                               13   11   19   13                       
24015KAKO AKO2019032919200220    0.329  N                               13   11   16   14                       
24015KAKO AKO2019032919210221    0.268  N                               13   11   11   13                       
24015KAKO AKO2019032919220222    0.262  N                               11   11   11   16                       
24015KAKO AKO2019032919230223    0.274  N                               10   12   11   14                       
24015KAKO AKO2019032919240224    0.237  N                               11   12    7   15                       
24015KAKO AKO2019032919250225    0.211  N                               11   12    8   14                       
24015KAKO AKO2019032919260226    0.199  N                                7   12    6   13                       
24015KAKO AKO2019032919270227    0.238  N                               10   10   27   12                       
24015KAKO AKO2019032919280228    0.246  N                               16   10    8   13                       
24015KAKO AKO2019032919290229    0.235  N                               18   11   15   13                       
24015KAKO AKO2019032919300230    0.239  N                               19   11   22   12                       
24015KAKO AKO2019032919310231    0.260  N                               17   10   27   13                       
24015KAKO AKO2019032919320232    0.259  N                               20   11   23   14                       
24015KAKO AKO2019032919330233    0.258  N                               20   10   23   12                       
24015KAKO AKO2019032919340234    0.251  N                               14    9    5   13                       
24015KAKO AKO2019032919350235    0.218  N                                8   10    2   14                       
24015KAKO AKO2019032919360236    0.186  N                               10   11   11   14                       
24015KAKO AKO2019032919370237    0.150  N                               12   12   12   14                       
24015KAKO AKO2019032919380238    0.130  N                               14   12   16   13                       
24015KAKO AKO2019032919390239    0.121  N                               13   11   15   14                       
24015KAKO AKO2019032919400240    0.112  N                               13   11   14   13                       
24015KAKO AKO2019032919410241    0.105  N                               12   11   15   12                       
