                                                                   123456 1234  123  1234
24015KAKO AKO2019041103041004  [   M  ] M                               M    M    M    M                            10001111000
24015KAKO AKO2019041103051005  [   M  ] M                               M    M    M    M                            10001111000
24015KAKO AKO2019041103061006  [   M  ] M                               M    M    M    M                            10001111000
24015KAKO AKO2019041103071007  [   M  ] M                               M    M    M    M                            10001111000
24015KAKO AKO2019041103081008  [   M  ] M                               M    M    M    M                            10001111000
24015KAKO AKO2019041103091009  [   M  ] M                               M    M    M    M                            10001111000
24015KAKO AKO2019041103101010  [   M  ] M                               M    M    M    M                            10001111000
24015KAKO AKO2019041103111011  [   M  ] M                               M    M    M    M                            10001111000
24015KAKO AKO2019041103121012  [   M  ] M                               M    M    M    M                            10001111000
24015KAKO AKO2019041103131013  [   M  ] M                               M    M    M    M                            10001111000
24015KAKO AKO2019041103141014  [   M  ] M                               M    M    M    M                            10001111000
24015KAKO AKO2019041103151015  [   M  ] M                               M    M    M    M                            10001111000
24015KAKO AKO2019041103161016  [   M  ] M                               M    M    M    M                            10001111000
24015KAKO AKO2019041103171017  [   M  ] M                               M    M    M    M                            10001111000
24015KAKO AKO2019041103181018  [   M  ] M                               M    M    M    M                            10001111000
24015KAKO AKO2019041103191019  [   M  ] M                               M    M    M    M                            10001111000
24015KAKO AKO2019041103201020  [   M  ] M                               M    M    M    M                            10001111000
24015KAKO AKO2019041103211021  [   M  ] M                               M    M    M    M                            10001111000
24015KAKO AKO2019041103221022  [   M  ] M                               M    M    M    M                            10001111000
24015KAKO AKO2019041103231023  [   M  ] M                               M    M    M    M                            10001111000
24015KAKO AKO2019041103241024  [   M  ] M                               M    M    M    M                            10001111000
24015KAKO AKO2019041103251025  [   M  ] M                               M    M    M    M                            10001111000
24015KAKO AKO2019041103261026  [   M  ] M                               M    M    M    M                            10001111000
24015KAKO AKO2019041103271027  [   M  ] M                               M    M    M    M                            10001111000
24015KAKO AKO2019041103281028  [   M  ] M                               M    M    M    M                            10001111000
24015KAKO AKO2019041103291029  [   M  ] M                               M    M    M    M                            10001111000
24015KAKO AKO2019041103301030  [   M  ] M                               M    M    M    M                            10001111000
24015KAKO AKO2019041103311031  [   M  ] M                               M    M    M    M                            10001111000
24015KAKO AKO2019041103321032  [   M  ] M                               M    M    M    M                            10001111000
24015KAKO AKO2019041103331033  [   M  ] M                               M    M    M    M                            10001111000
24015KAKO AKO2019041103341034  [   M  ] M                               M    M    M    M                            10001111000
24015KAKO AKO2019041103351035  [   M  ] M                               M    M    M    M                            10001111000
24015KAKO AKO2019041103361036  [   M  ] M                               M    M    M    M                            10001111000
24015KAKO AKO2019041103371037  [   M  ] M                               M    M    M    M                            10001111000
24015KAKO AKO2019041103381038  [   M  ] M                               M    M    M    M                            10001111000
24015KAKO AKO2019041103391039  [   M  ] M                               M    M    M    M                            10001111000
24015KAKO AKO2019041103401040  [   M  ] M                               M    M    M    M                            10001111000
24015KAKO AKO2019041103411041  [   M  ] M                               M    M    M    M                            10001111000
24015KAKO AKO2019041103421042  [   M  ] M                               M    M    M    M                            10001111000
24015KAKO AKO2019041103431043  [   M  ] M                               M    M    M    M                            10001111000
24015KAKO AKO2019041103441044  [   M  ] M                               M    M    M    M                            10001111000
24015KAKO AKO2019041103451045  [   M  ] M                               M    M    M    M                            10001111000
24015KAKO AKO2019041103461046  [   M  ] M                               M    M    M    M                            10001111000
24015KAKO AKO2019041103471047  [   M  ] M                               M    M    M    M                            10001111000
24015KAKO AKO2019041103481048  [   M  ] M                               M    M    M    M                            10001111000
24015KAKO AKO2019041103491049  [   M  ] M                               M    M    M    M                            10001111000
