date(yyyymmdd),hour,minute,5-min dir,5-min speed
20190308,21,20,161,  6.63
20190308,21,25,163,  6.63
20190308,21,30,156,  6.12
20190308,21,35,164,  5.61
20190308,21,40,172,  6.12
20190308,21,45,162,  6.12
20190308,21,50,166,  6.12
20190308,21,55,172,  5.61
20190308,21,60,158,  5.10
20190308,22, 5,197,  5.10
20190308,22,10,208,  3.57
20190308,22,15,182,  3.57
20190308,22,20,164,  2.55
20190308,22,25,142,  5.10
20190308,22,30,129,  3.57
20190308,22,40,311,  6.63
20190308,22,45,296,  8.16
20190308,22,50,297,  7.14
20190308,22,55,323,  8.16
20190308,22,60,313,  6.12
20190308,23, 5,314,  6.12
20190308,23,10,321,  9.18
20190308,23,15,322,  9.18
20190308,23,20,313,  9.69
20190308,23,25,311,  8.16
20190308,23,30,308,  7.65
20190308,23,35,314,  9.69
20190308,23,40,310,  9.18
20190308,23,45,324,  9.69
20190308,23,50,313,  8.16
20190308,23,55,313,  7.65
20190308,23,60,316,  6.12
20190308,24, 5,319,  6.12
20190308,24,10,324,  6.12
20190308,24,15,321,  6.63
20190308,24,20,318,  6.63
20190308,24,25,317,  6.12
20190308,24,30,326,  6.63
20190308,24,35,334,  7.65
20190308,24,40,319,  7.14
20190308,24,45,327,  7.14
20190308,24,50,332,  6.63
20190308,24,55,327,  6.12
20190308,24,60,336,  6.12
20190309, 1, 5,330,  6.12
20190309, 1,10,354,  5.61
20190309, 1,15,352,  6.63
20190309, 1,20,354,  7.14
20190309, 1,25,358,  6.12
20190309, 1,30,  8,  5.10
20190309, 1,35, 23,  4.08
20190309, 1,40, 27,  4.08
20190309, 1,45, 34,  4.59
20190309, 1,50, 26,  4.59
20190309, 1,55, 16,  4.59
20190309, 1,60,  8,  4.08
20190309, 2, 5,  2,  2.55
20190309, 2,10,  2,  3.06
20190309, 2,15,349,  3.06
20190309, 2,20,348,  3.06
20190309, 2,25,348,  3.57
20190309, 2,30,341,  4.08
20190309, 2,35,336,  4.08
20190309, 2,40,317,  4.08
20190309, 2,45,298,  4.08
20190309, 2,50,327,  5.10
20190309, 2,55,317,  5.10
20190309, 2,60,313,  5.10
20190309, 3, 5,326,  5.61
20190309, 3,10,330,  6.12
20190309, 3,15,312,  5.10
20190309, 3,20,322,  6.63
20190309, 3,25,331,  6.63
20190309, 3,30,333,  7.14
20190309, 3,35,318,  7.14
20190309, 3,40,324,  7.14
20190309, 3,45,311,  8.16
20190309, 3,50,308,  8.67
20190309, 3,55,314,  7.65
20190309, 3,60,311,  7.14
20190309, 4, 5,308,  6.63
20190309, 4,10,308,  6.63
20190309, 4,15,319,  8.16
20190309, 4,20,316,  7.14
20190309, 4,25,311,  6.63
20190309, 4,30,317,  6.63
20190309, 4,35,329,  6.63
20190309, 4,40,334,  7.14
20190309, 4,45,324,  6.12
20190309, 4,50,309,  6.12
20190309, 4,55,316,  5.10
20190309, 4,60,316,  5.10
20190309, 5, 5,310,  5.61
20190309, 5,10,318,  6.12
20190309, 5,15,324,  8.16
20190309, 5,20,320,  9.18
20190309, 5,25,328,  9.18
20190309, 5,30,331,  9.69
20190309, 5,35,318, 10.20
20190309, 5,40,332, 10.20
20190309, 5,45,332, 11.22
20190309, 5,50,333, 11.22
20190309, 5,55,344, 11.22
20190309, 5,60,342, 13.26
20190309, 6, 5,333, 12.75
20190309, 6,10,336, 10.71
20190309, 6,15,341, 11.73
20190309, 6,20,343, 10.71
20190309, 6,25,337, 13.77
20190309, 6,30,344, 14.79
20190309, 6,35,339, 13.26
20190309, 6,40,351, 12.75
20190309, 6,45,346, 11.22
20190309, 6,50,344, 11.73
20190309, 6,55,337, 11.73
20190309, 6,60,338, 11.73
20190309, 7, 5,336, 13.77
20190309, 7,10,343, 13.77
20190309, 7,15,336, 14.28
20190309, 7,20,338, 13.26
20190309, 7,25,340, 12.24
20190309, 7,30,337, 12.75
20190309, 7,35,342, 11.73
20190309, 7,40,340, 11.73
20190309, 7,45,339, 11.22
20190309, 7,50,336, 11.73
20190309, 7,55,343, 11.22
20190309, 7,60,344, 13.26
20190309, 8, 5,339, 13.77
20190309, 8,10,331, 12.75
20190309, 8,15,341, 12.24
20190309, 8,20,341, 12.75
20190309, 8,25,340, 11.22
20190309, 8,30,340, 12.24
20190309, 8,35,343, 12.24
20190309, 8,40,340, 12.24
20190309, 8,45,342, 12.24
20190309, 8,50,337, 13.77
20190309, 8,55,344, 12.75
20190309, 8,60,340, 11.73
20190309, 9, 5,331, 13.26
20190309, 9,10,331, 11.73
20190309, 9,15,328, 12.75
20190309, 9,20,326, 13.26
20190309, 9,25,337, 12.75
20190309, 9,30,344, 12.24
20190309, 9,35,342, 12.75
20190309, 9,40,327, 12.75
20190309, 9,45,339, 14.28
20190309, 9,50,331, 13.77
20190309, 9,55,344, 15.81
20190309, 9,60,327, 13.77
20190309,10, 5,344, 15.30
20190309,10,10,328, 14.79
20190309,10,15,334, 14.79
20190309,10,20,329, 13.77
20190309,10,25,326, 14.28
20190309,10,30,328, 14.28
20190309,10,35,333, 15.81
20190309,10,40,327, 15.81
20190309,10,45,333, 13.26
20190309,10,50,332, 16.32
20190309,10,55,336, 17.85
20190309,10,60,331, 15.30
20190309,11, 5,337, 17.34
20190309,11,10,336, 17.85
20190309,11,15,338, 17.85
20190309,11,20,343, 17.34
20190309,11,25,329, 16.32
20190309,11,30,340, 15.81
20190309,11,35,337, 15.30
20190309,11,40,344, 14.28
20190309,11,45,336, 14.28
20190309,11,50,343, 15.30
20190309,11,55,332, 16.83
20190309,11,60,339, 15.30
20190309,12, 5,339, 16.83
20190309,12,10,343, 14.79
20190309,12,15,334, 14.79
20190309,12,20,336, 15.81
20190309,12,25,329, 16.83
20190309,12,30,333, 15.81
20190309,12,35,328, 17.34
20190309,12,40,334, 16.83
20190309,12,45,330, 16.32
20190309,12,50,334, 14.79
20190309,12,55,334, 15.81
20190309,12,60,344, 17.34
20190309,13, 5,332, 14.79
20190309,13,10,333, 16.83
20190309,13,15,331, 14.79
20190309,13,20,330, 15.81
20190309,13,25,326, 15.30
20190309,13,30,339, 16.32
20190309,13,35,327, 15.81
20190309,13,40,342, 15.81
20190309,13,45,327, 15.81
20190309,13,50,339, 16.32
20190309,13,55,343, 14.28
20190309,13,60,350, 15.30
20190309,14, 5,344, 16.32
20190309,14,10,341, 15.81
20190309,14,15,337, 16.32
20190309,14,20,343, 15.30
20190309,14,25,344, 13.77
20190309,14,30,352, 15.81
20190309,14,35,348, 16.83
20190309,14,40,351, 17.85
20190309,14,45,340, 15.81
20190309,14,50,340, 15.81
20190309,14,55,344, 15.30
20190309,14,60,346, 14.79
20190309,15, 5,348, 15.30
20190309,15,10,349, 15.81
20190309,15,15,351, 17.34
20190309,15,20,348, 15.30
20190309,15,25,338, 14.28
20190309,15,30,333, 15.81
20190309,15,35,340, 16.32
20190309,15,40,350, 16.32
20190309,15,45,343, 16.83
20190309,15,50,341, 16.83
20190309,15,55,352, 17.34
20190309,15,60,353, 16.32
20190309,16, 5,360, 16.32
20190309,16,10,347, 17.85
20190309,16,15,357, 14.79
20190309,16,20,  1, 14.79
20190309,16,25,348, 12.24
20190309,16,30,347, 14.28
20190309,16,35,  1, 13.77
20190309,16,40,360, 13.77
20190309,16,45,357, 14.79
20190309,16,50,  2, 13.77
20190309,16,55, 13, 12.75
20190309,16,60,348, 12.24
20190309,17, 5,  3, 12.75
20190309,17,10,357, 12.24
20190309,17,15,  3, 10.71
20190309,17,20,  6, 11.73
20190309,17,25, 14, 11.22
20190309,17,30,  2, 10.20
20190309,17,35,360,  9.18
20190309,17,40,357,  7.65
20190309,17,45,  4,  9.18
20190309,17,50,357,  8.16
20190309,17,55, 12,  6.63
20190309,17,60,  4,  8.16
20190309,18, 5,346,  8.16
20190309,18,10,  4,  7.65
20190309,18,15,360,  7.65
20190309,18,20,359,  6.12
20190309,18,25, 13,  5.61
20190309,18,30,  6,  6.63
20190309,18,35, 22,  6.12
20190309,18,40, 17,  4.59
20190309,18,45, 28,  4.08
20190309,18,50, 49,  3.57
20190309,18,55, 74,  3.06
20190309,18,60, 79,  3.06
20190309,19, 5, 69,  3.06
20190309,19,10, 62,  2.55
20190309,19,15, 43,  3.06
20190309,19,20, 33,  4.08
20190309,19,25, 18,  3.06
20190309,19,30, 27,  2.55
20190309,19,35, 54,  3.57
20190309,19,40, 64,  3.06
20190309,19,45, 61,  2.55
20190309,19,50, 49,  3.57
20190309,19,55, 21,  4.59
20190309,19,60, 17,  5.10
20190309,20, 5, 21,  5.10
20190309,20,10, 30,  5.10
20190309,20,15, 30,  4.08
20190309,20,20, 27,  3.06
20190309,20,25, 27,  3.57
20190309,20,30, 30,  3.57
20190309,20,35, 26,  3.57
20190309,20,40, 34,  3.06
20190309,20,45, 44,  3.06
20190309,20,50, 50,  3.57
20190309,20,55, 53,  3.57
20190309,20,60, 52,  3.57
20190309,21, 5, 53,  3.06
20190309,21,10, 70,  3.06
20190309,21,15, 97,  2.04
20190309,21,20,101,  2.55
20190309,21,25,103,  2.55
20190309,21,30, 86,  2.04
20190309,21,35, 94,  2.55
20190309,21,40,102,  2.04
20190309,21,45,102,  2.55
20190309,21,50,116,  2.55
20190309,21,55,132,  2.55
20190309,21,60,128,  2.55
20190309,22, 5,137,  2.55
20190309,22,10,148,  3.57
20190309,22,15,152,  3.57
20190309,22,20,154,  2.04
20190309,22,25,152,  2.55
20190309,22,30,159,  3.06
20190309,22,35,156,  3.57
20190309,22,40,151,  3.06
20190309,22,45,156,  2.55
20190309,22,50,167,  2.04
20190309,22,55,173,  2.04
20190309,22,60,163,  2.04
20190309,23, 5,164,  2.55
20190309,23,10,171,  2.55
20190309,23,15,172,  2.55
20190309,23,20,173,  3.06
20190309,23,25,181,  3.06
20190309,23,30,188,  2.55
20190309,23,35,194,  2.04
20190309,23,40,180,  2.04
20190309,23,45,174,  2.55
20190309,23,50,163,  1.53
20190309,24,15, 61,  2.04
20190309,24,20, 28,  2.04
20190309,24,25, 27,  3.06
20190309,24,30, 16,  2.04
20190309,24,40,169,  3.06
20190309,24,45,167,  2.55
20190309,24,50,192,  2.55
20190309,24,55,167,  2.04
20190309,24,60,156,  2.04
20190310, 1, 5,150,  2.04
20190310, 1,10,164,  2.55
20190310, 1,15,162,  2.04
20190310, 1,20,174,  2.55
20190310, 1,25,168,  2.55
20190310, 1,30,168,  3.06
20190310, 1,35,173,  3.06
20190310, 1,40,167,  2.55
20190310, 1,45,174,  3.06
20190310, 1,50,176,  3.06
20190310, 1,55,176,  2.55
20190310, 1,60,178,  3.57
20190310, 2, 5,182,  3.06
20190310, 2,10,182,  3.57
20190310, 2,20,188,  3.06
20190310, 2,25,188,  3.06
20190310, 2,30,191,  3.57
20190310, 2,35,176,  3.06
20190310, 2,40,177,  3.06
20190310, 2,45,178,  3.06
20190310, 2,50,177,  3.57
20190310, 2,55,167,  3.57
20190310, 2,60,183,  3.06
20190310, 3, 5,176,  2.55
20190310, 3,10,180,  3.57
20190310, 3,15,182,  3.57
20190310, 3,20,182,  3.57
20190310, 3,25,181,  3.57
20190310, 3,30,193,  4.08
20190310, 3,35,188,  3.57
20190310, 3,40,194,  3.57
20190310, 3,45,191,  3.57
20190310, 3,50,188,  3.57
20190310, 3,55,204,  4.08
20190310, 3,60,201,  4.08
20190310, 4, 5,198,  4.59
20190310, 4,10,198,  4.59
20190310, 4,15,199,  4.08
20190310, 4,20,186,  4.08
20190310, 4,25,201,  4.08
20190310, 4,30,187,  3.57
20190310, 4,35,189,  3.57
20190310, 4,40,194,  3.57
20190310, 4,45,194,  4.08
20190310, 4,50,189,  3.57
20190310, 4,55,186,  3.57
20190310, 4,60,186,  3.57
20190310, 5, 5,190,  3.57
20190310, 5,10,188,  3.57
20190310, 5,15,194,  3.57
20190310, 5,20,190,  4.08
20190310, 5,25,188,  3.57
20190310, 5,30,191,  3.57
20190310, 5,35,188,  4.08
20190310, 5,40,192,  4.08
20190310, 5,45,192,  4.08
20190310, 5,50,193,  4.08
20190310, 5,55,194,  3.57
20190310, 5,60,192,  3.06
20190310, 6, 5,193,  3.57
20190310, 6,10,186,  3.57
20190310, 6,15,191,  4.08
20190310, 6,20,193,  3.57
20190310, 6,25,187,  4.08
20190310, 6,30,194,  4.08
20190310, 6,35,189,  4.08
20190310, 6,40,191,  4.08
20190310, 6,45,186,  4.08
20190310, 6,50,194,  4.08
20190310, 6,55,187,  4.59
20190310, 6,60,188,  4.08
20190310, 7, 5,186,  3.57
20190310, 7,10,193,  3.57
20190310, 7,15,186,  3.57
20190310, 7,20,188,  3.57
20190310, 7,25,190,  4.08
20190310, 7,30,187,  4.08
20190310, 7,35,192,  4.08
20190310, 7,40,190,  4.59
20190310, 7,45,189,  4.08
20190310, 7,50,186,  4.59
20190310, 7,55,193,  4.59
20190310, 7,60,194,  5.10
20190310, 8, 5,189,  5.61
20190310, 8,10,191,  5.61
20190310, 8,15,191,  5.61
20190310, 8,20,191,  6.12
20190310, 8,25,200,  6.63
20190310, 8,30,200,  6.12
20190310, 8,35,203,  5.61
20190310, 8,40,200,  5.10
20190310, 8,45,202,  5.10
20190310, 8,50,197,  5.10
20190310, 8,55,204,  5.61
20190310, 8,60,200,  6.63
20190310, 9, 5,201,  6.63
20190310, 9,10,201,  7.14
20190310, 9,15,198,  7.14
20190310, 9,20,196,  6.12
20190310, 9,25,197,  7.14
20190310, 9,30,204,  7.65
20190310, 9,35,202,  6.63
20190310, 9,40,197,  7.14
20190310, 9,45,199,  7.65
20190310, 9,50,191,  7.65
20190310, 9,55,194,  7.65
20190310, 9,60,187,  7.65
20190310,10, 5,184,  5.61
20190310,10,10,178,  8.16
20190310,10,15,194,  6.12
20190310,10,20,189,  6.63
20190310,10,25,176,  6.12
20190310,10,30,168,  7.65
20190310,10,35,183,  7.14
20190310,10,40,167,  6.63
20190310,10,45,183,  7.65
20190310,10,50,182,  8.16
20190310,10,55,166,  7.65
20190310,10,60,171,  8.67
20190310,11, 5,167,  9.18
20190310,11,10,156,  8.67
20190310,11,15,178,  8.67
20190310,11,20,173,  8.16
20190310,11,25,169,  9.18
20190310,11,30,170, 10.20
20190310,11,35,157,  9.18
20190310,11,40,174,  9.18
20190310,11,45,166,  8.67
20190310,11,50,183,  9.18
20190310,11,55,172, 10.71
20190310,11,60,169,  9.18
20190310,12, 5,159, 11.73
20190310,12,10,173, 10.71
20190310,12,15,174,  9.18
20190310,12,20,156, 11.22
20190310,12,25,169, 10.20
20190310,12,30,163, 11.22
20190310,12,35,168,  9.69
20190310,12,40,164, 11.22
20190310,12,45,170, 10.20
20190310,12,50,164,  9.69
20190310,12,55,184, 10.71
20190310,12,60,174,  9.69
20190310,13, 5,182,  7.14
20190310,13,10,173, 10.71
20190310,13,15,171, 10.71
20190310,13,20,160, 10.20
20190310,13,25,176, 11.22
20190310,13,30,169, 11.22
20190310,13,35,167,  9.69
20190310,13,40,172, 12.75
20190310,13,45,177, 11.22
20190310,13,50,169, 10.20
20190310,13,55,173, 10.71
20190310,13,60,160,  9.69
20190310,14, 5,184, 10.20
20190310,14,10,171,  8.16
20190310,14,15,157,  9.69
20190310,14,20,183,  9.69
20190310,14,25,174,  9.69
20190310,14,30,192,  9.69
20190310,14,35,168, 10.20
20190310,14,40,161,  9.18
20190310,14,45,170,  9.69
20190310,14,50,170,  9.69
20190310,14,55,184,  9.69
20190310,14,60,156, 10.20
20190310,15, 5,158, 11.22
20190310,15,10,159,  9.18
20190310,15,15,181, 10.20
20190310,15,20,178, 10.71
20190310,15,25,178,  9.69
20190310,15,30,183,  8.67
20190310,15,35,170,  9.18
20190310,15,40,180,  9.69
20190310,15,45,173, 11.22
20190310,15,50,161,  9.69
20190310,15,55,182, 10.20
20190310,15,60,173,  9.69
20190310,16, 5,180, 10.71
20190310,16,10,167,  9.18
20190310,16,15,167, 10.20
20190310,16,20,171,  8.67
20190310,16,25,178,  7.65
20190310,16,30,177,  9.18
20190310,16,35,181,  8.16
20190310,16,40,180,  8.67
20190310,16,45,177,  9.18
20190310,16,50,182,  8.16
20190310,16,55,183,  7.65
20190310,16,60,178,  7.14
20190310,17, 5,163,  7.65
20190310,17,10,177,  7.14
20190310,17,15,183,  7.65
20190310,17,20,166,  8.16
20190310,17,25,164,  8.67
20190310,17,30,162,  7.65
20190310,17,35,170,  7.65
20190310,17,40,157,  8.67
20190310,17,45,164,  8.16
20190310,17,50,167,  7.65
20190310,17,55,162,  7.65
20190310,17,60,164,  7.14
20190310,18, 5,156,  8.16
20190310,18,10,164,  7.65
20190310,18,15,160,  7.14
20190310,18,20,159,  7.14
20190310,18,25,163,  7.14
20190310,18,30,156,  7.14
20190310,18,35,162,  6.63
20190310,18,40,147,  6.12
20190310,18,45,148,  6.12
20190310,18,50,149,  6.63
20190310,18,55,154,  6.12
20190310,18,60,149,  6.63
20190310,19, 5,149,  5.61
20190310,19,10,152,  5.61
20190310,19,15,153,  6.12
20190310,19,20,153,  6.12
20190310,19,25,148,  5.61
20190310,19,30,147,  5.10
20190310,19,35,154,  5.61
20190310,19,40,154,  5.61
20190310,19,45,151,  5.10
20190310,19,50,139,  5.10
20190310,19,55,141,  5.10
20190310,19,60,137,  5.61
20190310,20, 5,151,  6.12
20190310,20,10,150,  5.61
20190310,20,15,150,  6.12
20190310,20,20,147,  6.12
20190310,20,25,147,  5.61
20190310,20,30,150,  6.12
20190310,20,35,156,  5.61
20190310,20,40,164,  6.12
20190310,20,45,164,  6.12
20190310,20,50,160,  6.63
20190310,20,55,163,  6.12
20190310,20,60,162,  6.12
20190310,21, 5,163,  6.12
20190310,21,10,160,  6.12
20190310,21,15,157,  6.12
20190310,21,20,161,  6.12
20190310,21,25,163,  6.12
20190310,21,30,156,  5.61
20190310,21,35,164,  5.61
20190310,21,40,162,  6.12
20190310,21,45,162,  6.12
20190310,21,50,166,  6.63
20190310,21,55,172,  6.63
20190310,21,60,168,  6.63
20190310,22, 5,157,  6.63
20190310,22,10,168,  6.63
20190310,22,15,162,  6.12
20190310,22,20,174,  6.12
20190310,22,25,172,  6.63
20190310,22,30,169,  6.12
20190310,22,35,156,  6.12
20190310,22,40,161,  5.61
20190310,22,45,156,  6.12
20190310,22,50,167,  6.12
20190310,22,55,163,  6.12
20190310,22,60,163,  5.61
20190310,23, 5,164,  5.61
20190310,23,10,161,  5.10
20190310,23,15,172,  6.12
20190310,23,20,163,  5.10
20190310,23,25,161,  5.61
20190310,23,30,158,  5.10
20190310,23,35,164,  4.59
20190310,23,40,170,  5.10
20190310,23,45,164,  5.10
20190310,23,50,173,  5.10
20190310,23,55,163,  5.10
20190310,23,60,166,  5.61
20190310,24, 5,169,  5.61
20190310,24,10,174,  5.61
20190310,24,15,181,  5.61
20190310,24,20,178,  6.12
20190310,24,25,177,  5.61
20190310,24,30,186,  5.61
20190310,24,35,184,  5.10
20190310,24,40,179,  5.10
20190310,24,45,187,  5.10
20190310,24,50,202,  5.10
20190310,24,55,197,  5.10
20190310,24,60,176,  4.08
20190311, 1, 5,180,  4.59
20190311, 1,10,194,  4.08
20190311, 1,15,192,  4.59
20190311, 1,20,184,  4.59
20190311, 1,25,178,  5.10
20190311, 1,30,188,  4.59
20190311, 1,35,193,  5.10
20190311, 1,40,177,  5.61
20190311, 1,45,194,  4.59
20190311, 1,50,186,  5.10
20190311, 1,55,186,  5.10
20190311, 1,60,188,  4.59
20190311, 2, 5,192,  5.10
20190311, 2,10,202,  4.59
20190311, 2,15,189,  4.59
20190311, 2,20,198,  4.59
20190311, 2,25,188,  4.59
20190311, 2,30,191,  3.57
20190311, 2,35,216,  2.04
20190311, 2,40,327,  1.53
20190311, 2,45,218,  2.55
20190311, 2,50,207,  4.59
20190311, 2,55,207,  4.08
20190311, 2,60,203,  3.57
20190311, 3, 5,206,  3.06
20190311, 3,10,190,  4.08
20190311, 3,15,212,  3.57
20190311, 3,20,192,  4.59
20190311, 3,25,191,  3.06
20190311, 3,30,193,  3.57
20190311, 3,35,168,  3.57
20190311, 3,40,184,  2.04
20190311, 3,45,171,  2.55
20190311, 3,50,208,  2.04
20190311, 3,55,214,  2.55
20190311, 3,60,211,  2.55
20190311, 4, 5,208,  3.06
20190311, 4,10,218,  3.06
20190311, 4,15,189,  2.04
20190311, 4,20,206,  2.55
20190311, 4,25,211,  2.55
20190311, 4,30,227,  3.06
20190311, 4,35,249,  2.04
20190311, 4,40,204,  2.55
20190311, 4,45,194,  2.55
20190311, 4,50,209,  2.04
20190311, 4,55,226,  1.53
20190311, 4,60,226,  2.04
20190311, 5, 5,220,  2.55
20190311, 5,10,228,  2.55
20190311, 5,15,224,  2.55
20190311, 5,20,230,  2.55
20190311, 5,25,238,  2.55
20190311, 5,30,241,  3.06
20190311, 5,35,238,  3.06
20190311, 5,40,252,  3.57
20190311, 5,45,252,  3.57
20190311, 5,50,263,  3.57
20190311, 5,55,254,  3.57
20190311, 5,60,252,  3.57
20190311, 6, 5,243,  3.06
20190311, 6,10,236,  3.06
20190311, 6,15,221,  1.53
20190311, 6,20,233,  2.04
20190311, 6,25,247,  2.55
20190311, 6,30,264,  3.06
20190311, 6,35,259,  3.57
20190311, 6,40,261,  3.57
20190311, 6,45,256,  4.08
20190311, 6,50,274,  4.08
20190311, 6,55,267,  4.08
20190311, 6,60,278,  3.57
20190311, 7, 5,276,  4.08
20190311, 7,10,273,  3.57
20190311, 7,15,266,  3.57
20190311, 7,20,268,  3.57
20190311, 7,25,280,  3.57
20190311, 7,30,277,  3.57
20190311, 7,35,282,  3.06
20190311, 7,40,280,  3.57
20190311, 7,45,279,  3.57
20190311, 7,50,286,  3.06
20190311, 7,55,283,  3.06
20190311, 7,60,284,  3.06
20190311, 8, 5,289,  2.55
20190311, 8,10,291,  3.06
20190311, 8,15,301,  3.06
20190311, 8,20,311,  3.06
20190311, 8,25,310,  3.06
20190311, 8,30,300,  2.55
20190311, 8,35,313,  2.55
20190311, 8,40,320,  2.55
20190311, 8,45,322,  3.06
20190311, 8,50,307,  3.06
20190311, 8,55,304,  3.06
20190311, 8,60,310,  2.55
20190311, 9, 5,311,  3.06
20190311, 9,10,301,  2.55
20190311, 9,15,308,  2.04
20190311, 9,40,357,  1.53
20190311, 9,50, 41,  1.53
20190311, 9,55, 74,  2.04
20190311, 9,60, 67,  3.06
20190311,10, 5, 94,  3.57
20190311,10,10, 78,  3.57
20190311,10,15, 94,  2.55
20190311,10,20, 79,  2.55
20190311,10,25, 86,  1.53
20190311,10,35,163,  1.53
20190311,10,45,113,  1.53
20190311,11,50,123,  2.04
20190311,11,55,132,  1.53
20190311,12,10,153,  2.55
20190311,12,15,174,  2.04
20190311,12,25,179,  3.06
20190311,12,30,173,  2.55
20190311,12,55,214,  1.53
20190311,12,60,284,  3.06
20190311,13, 5,252,  2.04
20190311,13,15,271,  1.53
20190311,13,40,132,  1.53
20190311,13,50,139,  3.06
20190311,13,60,170,  5.10
20190311,14, 5,154,  5.61
20190311,14,10,141,  6.63
20190311,14,15,137,  7.14
20190311,14,20,163,  5.10
20190311,14,25,144,  5.61
20190311,14,30,142,  5.61
20190311,14,35,138,  5.10
20190311,14,40,161,  6.12
20190311,14,45,140,  6.63
20190311,14,50,150,  5.61
20190311,14,55,134,  4.08
20190311,14,60,176,  5.10
20190311,15, 5,138,  5.61
20190311,15,10,159,  6.63
20190311,15,15,181,  4.59
20190311,15,20,158,  6.12
20190311,15,25,168,  6.12
20190311,15,30,173,  5.10
20190311,15,35,180,  6.12
20190311,15,40,170,  5.61
20190311,15,45,163,  5.61
20190311,15,50,151,  7.14
20190311,15,55,182,  6.63
20190311,15,60,193,  7.14
20190311,16, 5,190,  4.59
20190311,16,10,177,  5.10
20190311,16,15,167,  6.12
20190311,16,20,171,  7.14
20190311,16,25,168,  5.10
20190311,16,30,177,  5.10
20190311,16,35,181,  6.12
20190311,16,40,190,  6.12
20190311,16,45,177,  6.12
20190311,16,50,192,  6.63
20190311,16,55,193,  5.61
20190311,16,60,188,  5.61
20190311,17, 5,203,  5.10
20190311,17,10,187,  5.10
20190311,17,15,203,  4.59
20190311,17,20,206,  5.61
20190311,17,25,204,  4.59
20190311,17,30,222,  4.59
20190311,17,35,220,  4.08
20190311,17,40,207,  4.08
20190311,17,45,224,  3.57
20190311,17,50,197,  4.59
20190311,17,55,202,  3.57
20190311,17,60,204,  3.06
20190311,18, 5,196,  3.57
20190311,18,10,194,  4.08
20190311,18,15,170,  4.08
20190311,18,20,159,  3.57
20190311,18,25,163,  4.59
20190311,18,30,146,  4.59
20190311,18,35,152,  5.10
20190311,18,40,147,  5.10
20190311,18,45,148,  6.12
20190311,18,50,149,  6.63
20190311,18,55,154,  5.61
20190311,18,60,149,  5.10
20190311,19, 5,149,  5.61
20190311,19,10,152,  4.59
20190311,19,15,153,  4.59
20190311,19,20,143,  4.59
20190311,19,25,148,  4.59
20190311,19,30,137,  5.10
20190311,19,35,144,  4.59
20190311,19,40,154,  4.59
20190311,19,45,151,  4.08
20190311,19,50,149,  4.08
20190311,19,55,151,  4.59
20190311,19,60,157,  4.59
20190311,20, 5,161,  4.59
20190311,20,10,160,  4.59
20190311,20,15,170,  4.59
20190311,20,20,167,  4.59
20190311,20,25,167,  5.10
20190311,20,30,160,  5.10
20190311,20,35,166,  5.10
20190311,20,40,174,  4.59
20190311,20,45,174,  4.59
20190311,20,50,170,  4.08
20190311,20,55,173,  4.59
20190311,20,60,172,  5.10
20190311,21, 5,183,  5.10
20190311,21,10,180,  5.61
20190311,21,15,177,  4.59
20190311,21,20,171,  5.61
20190311,21,25,173,  5.61
20190311,21,30,166,  5.61
20190311,21,35,174,  5.10
20190311,21,40,172,  4.59
20190311,21,45,172,  4.59
20190311,21,50,166,  5.61
20190311,21,55,172,  5.61
20190311,21,60,168,  4.59
20190311,22, 5,167,  5.61
20190311,22,10,168,  5.10
20190311,22,15,172,  5.61
20190311,22,20,174,  5.61
20190311,22,25,172,  5.61
20190311,22,30,169,  5.61
20190311,22,35,166,  5.61
20190311,22,40,171,  5.61
20190311,22,45,166,  5.61
20190311,22,50,167,  5.10
20190311,22,55,173,  5.61
20190311,22,60,173,  6.12
20190311,23, 5,174,  6.12
20190311,23,10,171,  6.63
20190311,23,15,172,  5.61
20190311,23,20,173,  5.10
20190311,23,25,171,  5.10
20190311,23,30,168,  5.61
20190311,23,35,184,  4.59
20190311,23,40,180,  4.59
20190311,23,45,184,  4.59
20190311,23,50,183,  4.59
20190311,23,55,183,  4.59
20190311,23,60,186,  5.10
20190311,24, 5,189,  5.10
20190311,24,10,194,  4.08
20190311,24,15,191,  4.59
20190311,24,20,188,  4.08
20190311,24,25,197,  3.57
20190311,24,30,216,  3.57
20190311,24,35,224,  2.55
20190311,24,40,229,  2.04
20190311,24,45,217,  3.57
20190311,24,50,232,  3.06
20190311,24,55,217,  3.06
20190311,24,60,216,  3.57
20190312, 1, 5,210,  4.08
20190312, 1,10,214,  4.08
20190312, 1,15,202,  4.08
20190312, 1,20,214,  4.59
20190312, 1,25,208,  4.59
20190312, 1,30,208,  4.08
20190312, 1,35,213,  4.08
20190312, 1,40,217,  4.59
20190312, 1,45,224,  4.08
20190312, 1,50,216,  4.08
20190312, 1,55,216,  3.06
20190312, 1,60,188,  3.57
20190312, 2, 5,192,  3.06
20190312, 2,10,182,  2.55
20190312, 2,15,109,  3.06
20190312, 2,20,158,  3.57
20190312, 2,25,168,  3.06
20190312, 2,30,201,  2.55
20190312, 2,50,217,  1.53
20190312, 2,55,197,  1.53
20190312, 2,60,253,  3.06
20190312, 3, 5,246,  2.55
20190312, 3,10,260,  2.04
20190312, 3,15,262,  3.06
20190312, 3,20,252,  3.06
20190312, 3,25,261,  3.57
20190312, 3,30,263,  4.08
20190312, 3,35,268,  4.08
20190312, 3,40,264,  4.08
