date(yyyymmdd),hour,minute,5-min dir,5-min speed
20190316, 9,20,266,  2.55
20190316, 9,25,277,  2.04
20190316, 9,35,322,  1.53
20190316, 9,40,307,  2.04
20190316, 9,45,299,  2.04
20190316, 9,50,311,  2.55
20190316, 9,55,324,  2.55
20190316, 9,60,317,  2.55
20190316,10, 5,324,  2.55
20190316,10,10,318,  2.55
20190316,10,15,324,  2.04
20190316,10,25,316,  3.06
20190316,10,30,338,  3.06
20190316,10,35,333,  3.57
20190316,10,40,337,  3.06
20190316,10,45,343,  3.57
20190316,10,50,332,  2.55
20190316,10,55,316,  3.57
20190316,10,60,351,  2.55
20190316,11, 5,327,  2.55
20190316,11,10,336,  2.55
20190316,11,15,348,  2.55
20190316,11,20,343,  3.06
20190316,11,25,359,  3.06
20190316,11,30,330,  3.06
20190316,11,35,307,  3.06
20190316,11,40,324,  3.06
20190316,11,45,  6,  3.57
20190316,11,50,353,  2.55
20190316,11,55,  2,  3.06
20190316,12, 5,  9,  2.55
20190316,12,10,353,  3.57
20190316,12,15, 14,  3.57
20190316,12,30,353,  3.57
20190316,12,35,348,  2.55
20190316,12,40,  4,  3.57
20190316,12,50, 34,  2.55
20190316,13,15, 31,  3.06
20190316,13,20, 60,  2.55
20190316,13,40, 72,  2.55
20190316,13,45, 57,  3.06
20190316,13,50, 39,  4.08
20190316,13,55,  3,  3.06
20190316,13,60, 60,  2.04
20190316,14, 5,344,  4.08
20190316,14,10,  1,  3.06
20190316,14,15, 57,  3.06
20190316,14,20, 53,  3.57
20190316,14,30, 22,  3.57
20190316,14,45,330,  3.06
20190316,14,50,330,  3.57
20190316,15,10, 39,  3.06
20190316,15,20,338,  3.57
20190316,15,30, 13,  2.04
20190316,15,55, 82,  2.04
20190316,16,15,357,  2.04
20190316,16,20,351,  2.04
20190316,16,25,328,  2.55
20190316,16,30,327,  1.53
20190316,16,55,353,  3.57
20190316,16,60,358,  3.06
20190316,17, 5, 23,  2.04
20190316,17,10,317,  2.04
20190316,17,15,  3,  2.55
20190316,17,20, 36,  1.53
20190316,17,25, 44,  1.53
20190316,17,45, 14,  2.55
20190316,17,50,  7,  2.55
20190316,17,55, 12,  1.53
20190316,17,60, 14,  2.04
20190316,18, 5, 26,  2.04
20190316,18,10,  4,  2.04
20190316,18,15, 10,  2.04
20190316,18,20, 19,  3.06
20190316,18,25, 13,  2.55
20190316,18,30, 16,  2.04
20190316,18,35, 22,  2.55
20190316,18,40, 17,  2.55
20190316,18,45, 28,  2.55
20190316,18,50, 29,  2.55
20190316,18,55, 34,  2.04
20190316,18,60, 29,  1.53
20190316,19, 5, 29,  2.04
20190316,19,10, 52,  2.04
20190316,19,15, 53,  2.55
20190316,19,20, 53,  2.04
20190316,19,25, 48,  2.04
20190316,19,30, 57,  2.04
20190316,19,35, 84,  2.55
20190316,19,40, 84,  2.04
20190316,19,45, 81,  2.04
20190316,19,50, 69,  2.04
20190316,19,55, 91,  2.04
20190316,19,60, 87,  2.55
20190316,20, 5, 91,  2.04
20190316,20,10, 80,  2.55
20190316,20,15, 80,  3.06
20190316,20,20, 87,  2.55
20190316,20,25, 97,  2.55
20190316,20,30,110,  2.04
20190316,20,35,116,  2.04
20190316,20,40,124,  2.04
20190316,20,45,124,  2.04
20190316,20,50,120,  2.55
20190316,20,55,103,  2.04
20190316,20,60,102,  2.55
20190316,21, 5,113,  2.55
20190316,21,10,100,  2.55
20190316,21,15,107,  2.55
20190316,21,20,111,  2.55
20190316,21,25,103,  2.55
20190316,21,30, 96,  2.55
20190316,21,35,104,  2.55
20190316,21,40,102,  2.55
20190316,21,45,102,  2.55
20190316,21,50, 96,  2.55
20190316,21,55,102,  2.55
20190316,21,60, 98,  2.55
20190316,22, 5, 97,  2.55
20190316,22,10, 98,  2.55
20190316,22,15,102,  2.55
20190316,22,20,104,  3.06
20190316,22,25,112,  2.55
20190316,22,30,109,  2.55
20190316,22,35,106,  2.55
20190316,22,40,111,  3.06
20190316,22,45,106,  3.06
20190316,22,50,107,  2.55
20190316,22,55,113,  2.55
20190316,22,60,123,  3.06
20190316,23, 5,124,  2.55
20190316,23,10,131,  3.06
20190316,23,15,122,  2.55
20190316,23,20,133,  2.55
20190316,23,25,141,  3.06
20190316,23,30,138,  3.06
20190316,23,35,154,  3.06
20190316,23,40,150,  3.06
20190316,23,45,154,  3.57
20190316,23,50,153,  3.57
20190316,23,55,153,  3.06
20190316,23,60,146,  3.57
20190316,24, 5,149,  3.06
20190316,24,10,154,  3.57
20190316,24,15,151,  3.06
20190316,24,20,148,  3.06
20190316,24,25,147,  3.06
20190316,24,30,146,  3.57
20190316,24,35,154,  3.06
20190316,24,40,159,  3.57
20190316,24,45,157,  3.57
20190316,24,50,162,  3.57
20190316,24,55,157,  4.08
20190316,24,60,156,  3.57
20190317, 1, 5,160,  4.59
20190317, 1,10,164,  4.08
20190317, 1,15,162,  4.59
20190317, 1,20,174,  4.59
20190317, 1,25,158,  4.59
20190317, 1,30,158,  4.59
20190317, 1,35,163,  4.59
20190317, 1,40,157,  4.59
20190317, 1,45,174,  5.10
20190317, 1,50,156,  4.59
20190317, 1,55,166,  4.59
20190317, 1,60,158,  5.10
20190317, 2, 5,162,  5.10
20190317, 2,10,162,  5.10
20190317, 2,15,159,  5.10
20190317, 2,20,168,  5.10
20190317, 2,25,158,  4.59
20190317, 2,30,161,  4.59
20190317, 2,35,166,  4.59
20190317, 2,40,167,  4.08
20190317, 2,45,158,  4.08
20190317, 2,50,157,  4.08
20190317, 2,55,157,  4.08
20190317, 2,60,163,  4.08
20190317, 3, 5,156,  3.57
20190317, 3,10,160,  3.06
20190317, 3,15,162,  3.06
20190317, 3,20,162,  3.57
20190317, 3,25,171,  3.57
20190317, 3,30,173,  4.08
20190317, 3,35,178,  3.57
20190317, 3,40,194,  3.57
20190317, 3,45,191,  3.57
20190317, 3,50,188,  3.06
20190317, 3,55,184,  3.57
20190317, 3,60,181,  4.08
20190317, 4, 5,188,  4.08
20190317, 4,10,178,  3.57
20190317, 4,15,179,  3.57
20190317, 4,20,176,  3.57
20190317, 4,25,191,  3.06
20190317, 4,30,187,  3.06
20190317, 4,35,199,  3.06
20190317, 4,40,204,  3.06
20190317, 4,45,194,  3.06
20190317, 4,50,179,  3.06
20190317, 4,55,186,  3.57
20190317, 4,60,186,  3.06
20190317, 5, 5,200,  3.06
20190317, 5,10,188,  3.57
20190317, 5,15,184,  4.08
20190317, 5,20,190,  4.08
20190317, 5,25,188,  4.08
20190317, 5,30,191,  4.59
20190317, 5,35,198,  4.59
20190317, 5,40,202,  5.10
20190317, 5,45,202,  5.61
20190317, 5,50,203,  5.61
20190317, 5,55,204,  5.61
20190317, 5,60,202,  5.10
20190317, 6, 5,203,  5.61
20190317, 6,10,196,  5.10
20190317, 6,15,201,  5.10
20190317, 6,20,203,  4.59
20190317, 6,25,197,  4.59
20190317, 6,30,194,  4.59
20190317, 6,35,189,  4.08
20190317, 6,40,191,  4.08
20190317, 6,45,186,  4.08
20190317, 6,50,194,  4.59
20190317, 6,55,187,  4.08
20190317, 6,60,188,  4.59
20190317, 7, 5,186,  4.59
20190317, 7,10,193,  4.59
20190317, 7,15,186,  5.10
20190317, 7,20,188,  4.59
20190317, 7,25,190,  5.10
20190317, 7,30,197,  4.59
20190317, 7,35,202,  4.59
20190317, 7,40,210,  4.59
20190317, 7,45,209,  4.59
20190317, 7,50,196,  4.59
20190317, 7,55,213,  4.59
20190317, 7,60,224,  4.59
20190317, 8, 5,229,  5.61
20190317, 8,10,241,  5.61
20190317, 8,15,241,  5.10
20190317, 8,20,241,  6.12
20190317, 8,25,250,  5.61
20190317, 8,30,260,  4.59
20190317, 8,35,253,  5.10
20190317, 8,40,250,  5.10
20190317, 8,45,252,  4.59
20190317, 8,50,247,  5.61
20190317, 8,55,254,  5.61
20190317, 8,60,260,  6.12
20190317, 9, 5,261,  6.63
20190317, 9,10,261,  6.12
20190317, 9,15,258,  6.63
20190317, 9,20,256,  6.63
20190317, 9,25,257,  5.61
20190317, 9,30,274,  6.12
20190317, 9,35,272,  6.63
20190317, 9,40,267,  7.14
20190317, 9,45,279,  7.14
20190317, 9,50,271,  6.63
20190317, 9,55,284,  7.14
20190317, 9,60,267,  6.63
20190317,10, 5,284,  6.12
20190317,10,10,268,  6.12
20190317,10,15,274,  5.61
20190317,10,20,279,  6.63
20190317,10,25,276,  6.63
20190317,10,30,278,  5.61
20190317,10,35,283,  6.12
20190317,10,40,277,  6.63
20190317,10,45,283,  6.63
20190317,10,50,282,  7.14
20190317,10,55,276,  6.63
20190317,10,60,281,  6.12
20190317,11, 5,287,  5.61
20190317,11,10,296,  5.61
20190317,11,15,288,  6.12
20190317,11,20,293,  5.61
20190317,11,25,289,  5.10
20190317,11,30,310,  4.59
20190317,11,35,317,  6.12
20190317,11,40,334,  5.61
20190317,11,45,316,  6.12
20190317,11,50,323,  5.10
20190317,11,55,342,  6.63
20190317,11,60,329,  7.14
20190317,12, 5,339,  6.12
20190317,12,10,353,  7.14
20190317,12,15,334,  6.63
20190317,12,20,346,  7.65
20190317,12,25,329,  8.16
20190317,12,30,  3,  6.63
20190317,12,35,358,  6.63
20190317,12,40,354,  7.14
20190317,12,45, 10,  6.63
20190317,12,50,354,  6.63
20190317,12,55,  4,  7.65
20190317,12,60,  4,  6.12
20190317,13, 5,  2,  5.61
20190317,13,10,343,  6.12
20190317,13,15,  1,  7.14
20190317,13,20,350,  8.16
20190317,13,25,346,  7.14
20190317,13,30,349,  6.63
20190317,13,35,347,  7.14
20190317,13,40, 12,  7.65
20190317,13,45,  7,  6.12
20190317,13,50,359,  7.14
20190317,13,55,  3,  8.16
20190317,13,60,360,  8.67
20190317,14, 5, 14,  7.65
20190317,14,10,  1,  8.16
20190317,14,15, 17,  8.16
20190317,14,20, 23,  7.14
20190317,14,25,  4,  6.63
20190317,14,30, 32,  7.14
20190317,14,35,  8,  8.16
20190317,14,40, 21,  7.65
20190317,14,45, 20,  8.16
20190317,14,50, 30,  7.65
20190317,14,55, 14,  7.14
20190317,14,60, 16,  7.14
20190317,15, 5, 28,  7.65
20190317,15,10, 29,  7.14
20190317,15,15, 31,  7.65
20190317,15,20, 38,  7.14
20190317,15,25, 28,  6.63
20190317,15,30, 33,  8.67
20190317,15,35, 20,  8.67
20190317,15,40, 20,  5.61
20190317,15,45,  3,  7.65
20190317,15,50, 21,  9.18
20190317,15,55, 12,  9.18
20190317,15,60, 33,  6.63
20190317,16, 5, 10,  7.14
20190317,16,10,357,  7.65
20190317,16,15,357,  7.65
20190317,16,20, 41,  7.65
20190317,16,25, 18,  6.63
20190317,16,30, 17,  7.14
20190317,16,35, 41,  7.65
20190317,16,40, 20,  7.14
20190317,16,45, 17,  7.14
20190317,16,50, 22,  6.63
20190317,16,55, 23,  6.12
20190317,16,60, 28,  7.14
20190317,17, 5, 43,  7.14
20190317,17,10, 17,  8.16
20190317,17,15, 43,  7.65
20190317,17,20, 16,  7.14
20190317,17,25, 34,  7.65
20190317,17,30, 22,  7.14
20190317,17,35, 20,  7.14
20190317,17,40, 27,  8.16
20190317,17,45, 34,  7.65
20190317,17,50, 27,  7.14
20190317,17,55, 32,  7.14
20190317,17,60, 34,  6.63
20190317,18, 5, 36,  5.61
20190317,18,10, 24,  5.10
20190317,18,15, 40,  5.10
20190317,18,20, 29,  5.10
20190317,18,25, 33,  5.10
20190317,18,30, 36,  5.61
20190317,18,35, 32,  5.10
20190317,18,40, 27,  5.10
20190317,18,45, 38,  5.10
20190317,18,50, 39,  4.59
20190317,18,55, 44,  4.59
20190317,18,60, 39,  4.59
20190317,19, 5, 39,  4.59
20190317,19,10, 42,  4.59
20190317,19,15, 53,  4.59
20190317,19,20, 53,  4.08
20190317,19,25, 48,  4.08
20190317,19,30, 47,  4.08
20190317,19,35, 54,  4.08
20190317,19,40, 44,  3.57
20190317,19,45, 41,  3.06
20190317,19,50, 39,  3.57
20190317,19,55, 31,  3.06
20190317,19,60, 27,  2.55
20190317,20, 5, 41,  3.06
20190317,20,10, 30,  3.06
20190317,20,15, 40,  4.08
20190317,20,20, 37,  5.10
20190317,20,25, 37,  5.10
20190317,20,30, 40,  4.59
20190317,20,35, 36,  4.59
20190317,20,40, 44,  4.08
20190317,20,45, 44,  3.57
20190317,20,50, 30,  3.06
20190317,20,55, 33,  3.57
20190317,20,60, 42,  3.06
20190317,21, 5, 43,  2.55
20190317,21,10, 40,  3.06
20190317,21,15, 37,  2.55
20190317,21,20, 51,  3.06
20190317,21,25, 53,  3.57
20190317,21,30, 66,  3.57
20190317,21,35, 74,  3.57
20190317,21,40, 72,  3.57
20190317,21,45, 62,  3.57
20190317,21,50, 56,  4.08
20190317,21,55, 62,  5.10
20190317,21,60, 58,  4.59
20190317,22, 5, 77,  4.08
20190317,22,10, 88,  3.06
20190317,22,15, 82,  3.06
20190317,22,20, 74,  4.08
20190317,22,25, 72,  4.08
20190317,22,30, 79,  4.08
20190317,22,35, 86,  3.57
20190317,22,40,101,  3.06
20190317,22,45, 96,  3.06
20190317,22,50, 97,  3.06
20190317,22,55, 93,  3.57
20190317,22,60,103,  3.57
20190317,23, 5, 94,  4.59
20190317,23,10, 91,  4.59
20190317,23,15, 92,  4.08
20190317,23,20, 93,  3.57
20190317,23,25, 91,  3.06
20190317,23,30, 78,  3.57
20190317,23,35, 94,  3.06
20190317,23,40,100,  2.55
20190317,23,45, 94,  3.06
20190317,23,50, 93,  4.08
20190317,23,55, 93,  3.57
20190317,23,60, 96,  3.06
20190317,24, 5,109,  3.06
20190317,24,10,104,  3.06
20190317,24,15,101,  3.57
20190317,24,20, 98,  3.57
20190317,24,25, 87,  3.57
20190317,24,30, 96,  2.55
20190317,24,35,104,  2.55
20190317,24,40, 99,  3.06
20190317,24,45, 97,  3.57
20190317,24,50,112,  4.08
20190317,24,55,107,  3.57
20190317,24,60, 96,  4.08
20190318, 1, 5,110,  4.59
20190318, 1,10,114,  4.08
20190318, 1,15,112,  3.57
20190318, 1,20,114,  4.08
20190318, 1,25,108,  3.57
20190318, 1,30,108,  4.08
20190318, 1,35,113,  4.08
20190318, 1,40, 97,  4.08
20190318, 1,45,104,  3.57
20190318, 1,50,106,  3.57
20190318, 1,55,106,  4.08
20190318, 1,60,108,  4.08
20190318, 2, 5,122,  4.08
20190318, 2,10,122,  4.59
20190318, 2,15,119,  4.08
20190318, 2,20,118,  4.59
20190318, 2,25,118,  4.59
20190318, 2,30,131,  4.59
20190318, 2,35,126,  4.59
20190318, 2,40,127,  4.59
20190318, 2,45,128,  4.59
20190318, 2,50,127,  4.59
20190318, 2,55,127,  4.59
20190318, 2,60,133,  4.08
20190318, 3, 5,126,  4.08
20190318, 3,10,130,  4.08
20190318, 3,15,142,  4.59
20190318, 3,20,132,  4.08
20190318, 3,25,131,  4.59
20190318, 3,30,133,  4.08
20190318, 3,35,138,  4.59
20190318, 3,40,144,  4.59
20190318, 3,45,141,  4.59
20190318, 3,50,138,  4.59
20190318, 3,55,144,  5.61
20190318, 3,60,151,  5.10
20190318, 4, 5,148,  5.10
20190318, 4,10,148,  5.10
20190318, 4,15,139,  5.10
20190318, 4,20,136,  4.08
20190318, 4,25,131,  4.59
20190318, 4,30,127,  4.08
20190318, 4,35,139,  4.08
20190318, 4,40,144,  4.08
20190318, 4,45,144,  4.08
20190318, 4,50,139,  4.08
20190318, 4,55,136,  4.08
20190318, 4,60,136,  3.57
20190318, 5, 5,130,  4.08
20190318, 5,10,128,  3.57
20190318, 5,15,144,  4.08
20190318, 5,20,140,  4.59
20190318, 5,25,138,  4.59
20190318, 5,30,141,  4.59
20190318, 5,35,128,  5.10
20190318, 5,40,142,  5.10
20190318, 5,45,142,  5.10
20190318, 5,50,143,  5.10
20190318, 5,55,144,  5.10
20190318, 5,60,142,  5.10
20190318, 6, 5,143,  5.10
20190318, 6,10,136,  5.10
20190318, 6,15,141,  5.10
20190318, 6,20,133,  5.10
20190318, 6,25,137,  4.59
20190318, 6,30,144,  5.10
20190318, 6,35,139,  5.10
20190318, 6,40,141,  4.59
20190318, 6,45,136,  4.59
20190318, 6,50,144,  4.08
20190318, 6,55,137,  4.08
20190318, 6,60,138,  3.57
20190318, 7, 5,156,  4.08
20190318, 7,10,163,  4.08
20190318, 7,15,156,  4.08
20190318, 7,20,158,  4.59
20190318, 7,25,160,  4.59
20190318, 7,30,147,  4.59
20190318, 7,35,152,  5.10
20190318, 7,40,150,  4.59
20190318, 7,45,149,  5.10
20190318, 7,50,136,  5.10
20190318, 7,55,153,  5.10
20190318, 7,60,154,  6.12
20190318, 8, 5,149,  6.63
20190318, 8,10,161,  7.65
20190318, 8,15,161,  8.16
20190318, 8,20,161,  7.65
20190318, 8,25,150,  9.18
20190318, 8,30,160,  7.14
20190318, 8,35,163,  8.16
20190318, 8,40,160,  7.65
20190318, 8,45,162,  8.16
20190318, 8,50,157,  6.63
20190318, 8,55,164,  7.65
20190318, 8,60,160,  7.65
20190318, 9, 5,151,  8.16
20190318, 9,10,161,  8.16
20190318, 9,15,148,  8.67
20190318, 9,20,156,  8.16
20190318, 9,25,157,  8.67
20190318, 9,30,164,  7.65
20190318, 9,35,162,  8.67
20190318, 9,40,147,  8.67
20190318, 9,45,159,  7.14
20190318, 9,50,151,  8.16
20190318, 9,55,164,  8.16
20190318, 9,60,147,  7.14
20190318,10, 5,164,  8.16
20190318,10,10,158,  8.16
20190318,10,15,164,  7.65
20190318,10,20,159,  8.16
20190318,10,25,156,  6.63
20190318,10,30,158,  7.65
20190318,10,35,163,  8.16
20190318,10,40,157,  6.63
20190318,10,45,163,  8.16
20190318,10,50,162,  8.67
20190318,10,55,156,  7.65
20190318,10,60,141,  8.16
20190318,11, 5,157,  7.14
20190318,11,10,156,  8.67
20190318,11,15,158,  8.16
20190318,11,20,163,  7.14
20190318,11,25,179,  7.14
20190318,11,30,160,  8.16
20190318,11,35,167,  8.67
20190318,11,40,174,  7.14
20190318,11,45,166,  8.16
20190318,11,50,183,  8.67
20190318,11,55,162,  8.16
20190318,11,60,169,  8.67
20190318,12, 5,159,  8.67
20190318,12,10,173,  8.16
20190318,12,15,164,  8.67
20190318,12,20,166,  9.18
20190318,12,25,169,  7.14
20190318,12,30,173,  8.16
20190318,12,35,158,  8.67
20190318,12,40,174,  8.67
20190318,12,45,160,  8.67
20190318,12,50,164,  7.65
20190318,12,55,174,  8.16
20190318,12,60,164,  8.67
20190318,13, 5,172,  7.14
20190318,13,10,173,  9.69
20190318,13,15,161,  6.63
20190318,13,20,170,  8.67
20190318,13,25,176,  8.16
20190318,13,30,159,  9.69
20190318,13,35,167,  7.65
20190318,13,40,162,  9.18
20190318,13,45,157,  8.67
20190318,13,50,159,  8.67
20190318,13,55,183,  7.65
20190318,13,60,180,  8.16
20190318,14, 5,194,  7.14
20190318,14,10,181,  6.63
20190318,14,15,167,  7.65
20190318,14,20,183,  5.10
20190318,14,25,184,  8.67
20190318,14,30,182,  7.14
20190318,14,35,168,  6.63
20190318,14,40,181,  8.67
20190318,14,45,170,  7.65
20190318,14,50,180,  7.14
20190318,14,55,194,  7.14
20190318,14,60,176,  6.63
20190318,15, 5,198,  7.14
20190318,15,10,189,  7.14
20190318,15,15,181,  8.16
20190318,15,20,178,  8.67
20190318,15,25,178,  8.67
20190318,15,30,183,  8.67
20190318,15,35,180,  7.14
20190318,15,40,170,  6.63
20190318,15,45,183,  6.12
20190318,15,50,191,  6.12
20190318,15,55,172,  5.61
20190318,15,60,163,  6.63
20190318,16, 5,170,  6.63
20190318,16,10,157,  5.61
20190318,16,15,167,  6.63
20190318,16,20,191,  5.61
20190318,16,25,188,  7.14
20190318,16,30,187,  7.14
20190318,16,35,181,  7.14
20190318,16,40,170,  8.16
20190318,16,45,167,  6.12
20190318,16,50,172,  4.59
20190318,16,55,173,  7.14
20190318,16,60,168,  5.61
20190318,17, 5,193,  6.63
20190318,17,10,167,  6.63
20190318,17,15,163,  7.14
20190318,17,20,156,  6.12
20190318,17,25,164,  7.14
20190318,17,30,172,  6.63
20190318,17,35,160,  5.61
20190318,17,40,157,  6.12
20190318,17,45,164,  6.12
20190318,17,50,157,  6.12
20190318,17,55,162,  5.61
20190318,17,60,164,  6.12
20190318,18, 5,156,  4.59
20190318,18,10,164,  5.61
20190318,18,15,150,  4.59
20190318,18,20,149,  4.08
20190318,18,25,163,  4.08
20190318,18,30,146,  3.57
20190318,18,35,152,  4.08
20190318,18,40,157,  4.08
20190318,18,45,148,  4.08
20190318,18,50,139,  4.08
20190318,18,55,134,  3.57
20190318,18,60,139,  3.06
20190318,19, 5,139,  3.06
20190318,19,10,122,  3.57
20190318,19,15,113,  4.08
20190318,19,20,113,  4.59
20190318,19,25,108,  4.08
20190318,19,30,117,  4.59
20190318,19,35,124,  6.12
20190318,19,40,124,  6.12
20190318,19,45,121,  5.61
20190318,19,50,109,  5.61
20190318,19,55,111,  4.59
20190318,19,60, 97,  4.59
20190318,20, 5,111,  4.08
20190318,20,10,100,  3.06
20190318,20,15,100,  3.06
20190318,20,20,107,  3.06
20190318,20,25, 97,  3.06
20190318,20,30, 90,  3.57
20190318,20,35, 86,  3.06
20190318,20,40, 94,  3.57
20190318,20,45, 94,  3.57
20190318,20,50, 90,  4.08
20190318,20,55, 93,  3.57
20190318,20,60, 82,  4.08
20190318,21, 5, 83,  4.08
20190318,21,10, 80,  3.06
20190318,21,15, 77,  3.06
20190318,21,20, 71,  3.57
20190318,21,25, 73,  4.08
20190318,21,30, 66,  4.08
20190318,21,35, 84,  4.08
20190318,21,40, 82,  4.08
20190318,21,45, 92,  4.08
20190318,21,50, 86,  3.06
20190318,21,55,102,  3.57
20190318,21,60, 98,  4.08
20190318,22, 5,107,  3.06
20190318,22,10,108,  3.06
20190318,22,15,112,  2.55
20190318,22,20,134,  2.55
20190318,22,25,122,  4.59
20190318,22,30,119,  4.08
20190318,22,35,116,  3.06
20190318,22,40,121,  3.06
20190318,22,45,116,  2.04
20190318,22,50,127,  3.06
20190318,22,55,143,  4.08
20190318,22,60,143,  3.06
20190318,23, 5,154,  4.59
20190318,23,10,151,  3.57
20190318,23,15,162,  3.06
20190318,23,20,153,  3.06
20190318,23,25,161,  3.57
20190318,23,35,294,  4.59
20190318,23,40,280,  4.59
20190318,23,45,294,  2.04
20190318,23,50,333,  2.55
20190318,23,55,323,  2.04
20190318,23,60,296,  3.06
20190318,24, 5,319,  3.06
20190318,24,10,324,  5.10
20190318,24,15,331,  4.59
20190318,24,20,328,  4.59
20190318,24,25,337,  5.10
20190318,24,30,326,  5.61
20190318,24,35,334,  6.12
20190318,24,40,329,  6.63
20190318,24,45,317,  5.10
20190318,24,50,342,  5.61
20190318,24,55,327,  6.63
20190318,24,60,326,  5.61
20190319, 1, 5,330,  4.59
20190319, 1,10,324,  3.57
20190319, 1,15,312,  2.55
20190319, 1,20,314,  2.55
20190319, 1,25,318,  3.06
20190319, 1,30,308,  2.55
20190319, 1,35,313,  3.06
20190319, 1,40,297,  2.55
20190319, 1,45,314,  2.04
20190319, 1,50,336,  1.53
20190319, 1,55,326,  3.06
20190319, 1,60,338,  2.55
20190319, 2, 5,322,  3.06
20190319, 2,10,332,  3.57
20190319, 2,15,329,  3.06
20190319, 2,20,318,  3.06
20190319, 2,25,318,  2.55
20190319, 2,30,291,  2.04
20190319, 2,35,306,  2.55
20190319, 2,40,317,  2.55
20190319, 2,45,318,  3.06
20190319, 2,50,317,  3.57
20190319, 2,55,307,  3.57
20190319, 2,60,303,  4.08
20190319, 3, 5,306,  3.57
20190319, 3,10,310,  4.08
20190319, 3,15,312,  4.08
20190319, 3,20,312,  4.59
20190319, 3,25,321,  5.10
20190319, 3,30,323,  5.10
20190319, 3,35,328,  5.61
20190319, 3,40,334,  5.61
20190319, 3,45,331,  5.61
20190319, 3,50,328,  5.61
20190319, 3,55,334,  5.61
20190319, 3,60,331,  5.10
20190319, 4, 5,328,  4.59
20190319, 4,10,328,  5.10
20190319, 4,15,319,  5.10
20190319, 4,20,316,  5.10
20190319, 4,25,311,  4.59
20190319, 4,30,307,  5.10
20190319, 4,35,309,  5.10
20190319, 4,40,314,  4.59
20190319, 4,45,314,  4.59
20190319, 4,50,309,  4.59
20190319, 4,55,306,  4.08
20190319, 4,60,306,  4.59
20190319, 5, 5,310,  4.59
20190319, 5,10,318,  4.59
20190319, 5,15,314,  3.57
20190319, 5,20,310,  4.08
20190319, 5,25,308,  4.08
20190319, 5,30,311,  4.08
20190319, 5,35,308,  4.59
20190319, 5,40,312,  5.10
20190319, 5,45,312,  4.59
20190319, 5,50,313,  4.08
20190319, 5,55,314,  4.59
20190319, 5,60,312,  4.59
20190319, 6, 5,313,  4.08
20190319, 6,10,306,  4.59
20190319, 6,15,321,  5.10
20190319, 6,20,323,  5.10
20190319, 6,25,317,  5.10
20190319, 6,30,324,  5.10
20190319, 6,35,309,  4.59
20190319, 6,40,311,  4.08
20190319, 6,45,306,  4.59
20190319, 6,50,314,  4.08
20190319, 6,55,307,  4.59
20190319, 6,60,308,  4.59
20190319, 7, 5,306,  6.12
20190319, 7,10,313,  5.61
20190319, 7,15,316,  6.12
20190319, 7,20,318,  5.61
20190319, 7,25,320,  5.61
20190319, 7,30,307,  5.10
20190319, 7,35,312,  5.61
20190319, 7,40,310,  5.10
20190319, 7,45,319,  5.61
20190319, 7,50,316,  5.61
20190319, 7,55,323,  6.12
20190319, 7,60,324,  6.12
20190319, 8, 5,319,  6.12
20190319, 8,10,321,  6.12
20190319, 8,15,321,  6.12
20190319, 8,20,321,  6.12
20190319, 8,25,320,  6.12
20190319, 8,30,330,  7.14
20190319, 8,35,343,  6.63
20190319, 8,40,340,  6.12
20190319, 8,45,332,  6.12
20190319, 8,50,337,  7.14
20190319, 8,55,344,  6.63
20190319, 8,60,350,  7.65
20190319, 9, 5,351,  6.63
20190319, 9,10,351,  8.16
20190319, 9,15,348,  7.65
20190319, 9,20,346,  7.14
20190319, 9,25,347,  7.65
20190319, 9,30,344,  7.65
20190319, 9,35,352,  7.14
20190319, 9,40,337,  6.63
20190319, 9,45,339,  6.63
20190319, 9,50,341,  7.14
20190319, 9,55,344,  7.65
20190319, 9,60,347,  7.65
20190319,10, 5,354,  7.65
20190319,10,10,348,  8.16
20190319,10,15,344,  8.16
20190319,10,20,339,  8.16
20190319,10,25,336,  6.63
20190319,10,30,338,  7.14
20190319,10,35,  3,  6.63
20190319,10,40,347,  6.12
20190319,10,45,333,  6.63
20190319,10,50,342,  7.14
20190319,10,55,346,  7.14
20190319,10,60,341,  6.63
20190319,11, 5,347,  7.14
20190319,11,10,336,  7.14
20190319,11,15,338,  6.63
20190319,11,20,353,  6.12
20190319,11,25,349,  5.10
20190319,11,30,350,  6.63
20190319,11,35,337,  6.63
20190319,11,40,  4,  7.14
20190319,11,45,336,  8.16
20190319,11,50,343,  6.63
20190319,11,55,342,  7.65
20190319,11,60,359,  8.67
20190319,12, 5,349,  8.16
20190319,12,10,343,  6.63
20190319,12,15,354,  8.67
20190319,12,20,326,  8.16
20190319,12,25,359, 10.20
20190319,12,30,  3,  8.16
20190319,12,35,358,  9.69
20190319,12,40, 14,  6.12
20190319,12,45,350,  7.65
20190319,12,50,344,  7.65
20190319,12,55,334,  8.16
20190319,12,60,354,  9.69
20190319,13, 5,342,  6.12
20190319,13,10,353,  8.67
20190319,13,15,351,  7.65
20190319,13,20,350,  5.61
20190319,13,25,336,  9.18
20190319,13,30,349,  8.16
20190319,13,35,347,  6.63
20190319,13,40,342,  7.65
20190319,13,45,347,  7.65
20190319,13,50,349,  9.69
20190319,13,55,353,  6.63
20190319,13,60, 10,  6.63
20190319,14, 5,354,  7.14
20190319,14,10,341,  8.67
20190319,14,15,347, 10.20
20190319,14,20,343,  8.67
