AERMINUTE Version 15272  WBAN: 24015    Call sign: KAKO    IFW: N 5-MIN USED: Y
19  1  8  4   6.44 358.0
19  1  8  5   6.00 352.0
19  1  8  6   6.73 357.0
19  1  8  7   6.58   3.0
19  1  8  8   4.56   9.0
19  1  8  9   2.36  25.0
19  1  8 10   4.05  32.0
19  1  8 11   6.21  23.0
19  1  8 12   4.37  21.0
19  1  8 13   2.17  42.0
19  1  8 14   1.80 122.0
19  1  8 15   3.38 174.0
19  1  8 16   3.31 168.0
19  1  8 17   2.82 162.0
19  1  8 18   3.18 175.0
19  1  8 19   3.64 173.0
19  1  8 20   3.69 182.0
19  1  8 21   4.25 191.0
19  1  8 22   4.13 193.0
19  1  8 23   4.52 204.0
19  1  8 24   4.88 211.0
19  1  9  1   5.17 216.0
19  1  9  2   4.98 214.0
19  1  9  3   4.95 224.0
19  1  9  4   4.90 224.0
19  1  9  5   4.67 237.0
19  1  9  6   4.08 249.0
19  1  9  7   3.54 248.0
19  1  9  8   3.57 243.0
19  1  9  9   3.59 188.0
19  1  9 10   5.10 161.0
19  1  9 11   5.78 162.0
19  1  9 12   5.49 160.0
19  1  9 13   5.59 154.0
19  1  9 14   6.88 151.0
19  1  9 15   6.87 155.0
19  1  9 16   6.92 134.0
19  1  9 17   4.98 133.0
19  1  9 18   3.98 127.0
19  1  9 19   4.74 139.0
19  1  9 20   4.30 158.0
19  1  9 21   3.67 167.0
19  1  9 22   4.25 210.0
19  1  9 23   4.83 234.0
19  1  9 24   5.22 239.0
19  1 10  1   5.08 260.0
19  1 10  2   6.56 260.0
19  1 10  3   6.15 264.0
19  1 10  4   5.69 267.0
19  1 10  5   6.43 272.0
19  1 10  6   6.10 272.0
19  1 10  7   6.19 279.0
19  1 10  8   5.08 271.0
19  1 10  9   4.37 271.0
19  1 10 10   2.86 270.0
19  1 10 11   2.11 259.0
19  1 10 12   1.00 269.0
19  1 10 13   1.43  60.0
19  1 10 14   3.01  54.0
19  1 10 15   4.57  55.0
19  1 10 16   3.67  54.0
19  1 10 17   3.03  72.0
19  1 10 18   2.74 103.0
19  1 10 19   2.94 110.0
19  1 10 20   2.69 133.0
19  1 10 21   2.60 155.0
19  1 10 22   2.53 211.0
19  1 10 23   3.11 264.0
19  1 10 24   3.38 323.0
19  1 11  1   2.53 358.0
19  1 11  2   2.89   3.0
19  1 11  3   3.33 346.0
19  1 11  4   4.93 339.0
19  1 11  5   5.83 354.0
19  1 11  6   4.79 340.0
19  1 11  7   5.12 342.0
19  1 11  8   5.03 343.0
19  1 11  9   5.17 341.0
19  1 11 10   6.48 350.0
19  1 11 11   8.28   6.0
19  1 11 12   7.85  13.0
19  1 11 13   7.26  22.0
19  1 11 14   6.65  16.0
19  1 11 15   7.67  11.0
19  1 11 16   8.24  11.0
19  1 11 17   8.38  14.0
19  1 11 18   8.04  13.0
19  1 11 19   6.99   9.0
19  1 11 20   6.70   2.0
19  1 11 21   6.77 359.0
19  1 11 22   6.48 355.0
19  1 11 23   5.88 344.0
19  1 11 24   5.36 340.0
19  1 12  1   5.05 339.0
19  1 12  2   5.64 342.0
19  1 12  3   5.42 337.0
19  1 12  4   4.81 339.0
19  1 12  5   4.32 338.0
19  1 12  6   4.28 341.0
19  1 12  7   4.56  18.0
19  1 12  8   2.62   7.0
19  1 12  9   1.87 318.0
19  1 12 10   3.15 284.0
19  1 12 11   3.59 282.0
19  1 12 12   3.94 304.0
19  1 12 13   4.57 315.0
19  1 12 14   4.27 316.0
19  1 12 15   4.25 309.0
19  1 12 16   2.57 292.0
19  1 12 17   2.04 286.0
19  1 12 18   1.44 296.0
19  1 12 19   1.97 290.0
19  1 12 20   1.45 342.0
19  1 12 21   1.72  85.0
19  1 12 22   1.63 134.0
19  1 12 23   2.21 210.0
19  1 12 24   2.87 247.0
19  1 13  1   3.96 262.0
19  1 13  2   4.23 250.0
19  1 13  3   3.91 246.0
19  1 13  4   4.22 257.0
19  1 13  5   3.67 248.0
19  1 13  6   3.84 240.0
19  1 13  7   4.15 261.0
19  1 13  8   3.62 260.0
19  1 13  9   2.62 257.0
19  1 13 10   2.11 230.0
19  1 13 11   3.52 191.0
19  1 13 12   3.79 211.0
19  1 13 13   4.66 221.0
19  1 13 14   4.74 225.0
19  1 13 15   4.62 221.0
19  1 13 16   4.61 222.0
19  1 13 17   4.11 235.0
19  1 13 18   4.49 244.0
19  1 13 19   4.39 234.0
19  1 13 20   3.86 229.0
19  1 13 21   3.93 221.0
19  1 13 22   4.27 226.0
19  1 13 23   4.74 227.0
19  1 13 24   4.59 231.0
19  1 14  1   4.69 234.0
19  1 14  2   5.10 243.0
19  1 14  3   5.66 259.0
19  1 14  4   5.90 255.0
19  1 14  5   5.78 257.0
19  1 14  6   5.01 256.0
19  1 14  7   5.03 256.0
19  1 14  8   5.30 255.0
19  1 14  9   7.90 271.0
19  1 14 10   7.21 272.0
19  1 14 11   6.41 271.0
19  1 14 12   5.85 266.0
19  1 14 13   6.22 275.0
19  1 14 14   6.56 287.0
19  1 14 15   5.36 291.0
19  1 14 16   4.18 284.0
19  1 14 17   3.55 246.0
19  1 14 18   4.10 259.0
19  1 14 19   4.39 255.0
19  1 14 20   4.69 246.0
19  1 14 21   5.27 252.0
19  1 14 22   5.29 248.0
19  1 14 23   4.01 255.0
19  1 14 24   4.15 256.0
19  1 15  1   4.32 240.0
19  1 15  2   4.67 259.0
19  1 15  3   6.10 256.0
19  1 15  4   5.08 264.0
19  1 15  5   5.27 269.0
19  1 15  6   6.36 266.0
19  1 15  7   6.41 264.0
19  1 15  8   6.29 258.0
19  1 15  9   5.86 258.0
19  1 15 10   6.71 267.0
19  1 15 11   5.90 278.0
19  1 15 12   5.88 276.0
19  1 15 13   5.97 270.0
19  1 15 14   3.20 295.0
19  1 15 15   2.82 352.0
19  1 15 16   2.97 349.0
19  1 15 17   1.77   7.0
19  1 15 18   0.00   0.0
19  1 15 19   0.00   0.0
19  1 15 20   2.26 137.0
19  1 15 21   2.36 141.0
19  1 15 22   2.64 148.0
19  1 15 23   3.03 146.0
19  1 15 24   3.52 159.0
19  1 16  1   4.28 163.0
19  1 16  2   4.15 156.0
19  1 16  3   4.69 157.0
19  1 16  4   4.25 138.0
19  1 16  5   5.03 131.0
19  1 16  6   5.22 140.0
19  1 16  7   5.32 127.0
19  1 16  8   4.33 123.0
19  1 16  9   4.42 128.0
19  1 16 10   5.17 134.0
19  1 16 11   6.20 133.0
19  1 16 12   5.59 153.0
19  1 16 13   4.93 156.0
19  1 16 14   3.67 228.0
19  1 16 15   4.30 279.0
19  1 16 16   3.47 295.0
19  1 16 17   3.25 316.0
19  1 16 18   3.84 294.0
19  1 16 19   2.38 318.0
19  1 16 20   2.82 288.0
19  1 16 21   3.93 268.0
19  1 16 22   4.22 253.0
19  1 16 23   3.33 252.0
19  1 16 24   4.22 236.0
19  1 17  1   4.86 245.0
19  1 17  2   4.28 251.0
19  1 17  3   2.84 229.0
19  1 17  4   4.79 230.0
19  1 17  5   4.06 236.0
19  1 17  6   4.42 233.0
19  1 17  7   3.04 243.0
19  1 17  8   3.81 221.0
19  1 17  9   3.84 224.0
19  1 17 10   3.09 208.0
19  1 17 11   3.11 190.0
19  1 17 12   4.64 161.0
19  1 17 13   5.86 174.0
19  1 17 14   7.50 177.0
19  1 17 15   6.60 168.0
19  1 17 16   5.85 180.0
19  1 17 17   3.65 178.0
19  1 17 18   4.22 130.0
19  1 17 19   4.15 130.0
19  1 17 20   3.67 159.0
19  1 17 21   4.61 191.0
19  1 17 22   5.20 250.0
19  1 17 23   6.00 261.0
19  1 17 24   5.66 267.0
19  1 18  1   3.55 275.0
19  1 18  2   3.20 277.0
19  1 18  3   3.42 267.0
19  1 18  4   4.08 272.0
19  1 18  5   3.08 287.0
19  1 18  6   4.30 319.0
19  1 18  7   2.65  62.0
19  1 18  8   3.26 290.0
19  1 18  9   3.86 302.0
19  1 18 10   6.26 320.0
19  1 18 11   8.70 346.0
19  1 18 12  11.78 358.0
19  1 18 13  13.36 356.0
19  1 18 14  13.01 355.0
19  1 18 15  11.39 352.0
19  1 18 16  10.66 349.0
19  1 18 17   6.97 349.0
19  1 18 18   4.27 342.0
19  1 18 19   2.99 348.0
19  1 18 20   1.75  14.0
19  1 18 21   1.51  59.0
19  1 18 22   1.07  51.0
19  1 18 23   1.19 233.0
19  1 18 24   1.84 302.0
19  1 19  1   4.66 284.0
19  1 19  2   4.62 276.0
19  1 19  3   4.34 283.0
19  1 19  4   4.32 302.0
19  1 19  5   3.55 332.0
19  1 19  6   4.23 317.0
19  1 19  7   4.03 326.0
19  1 19  8   4.66 324.0
19  1 19  9   5.08 342.0
19  1 19 10   4.51 321.0
19  1 19 11   3.42 316.0
19  1 19 12   3.03 297.0
19  1 19 13   2.65 300.0
19  1 19 14   2.14 277.0
19  1 19 15   3.55 225.0
19  1 19 16   5.41 218.0
19  1 19 17   4.62 210.0
19  1 19 18   4.90 216.0
19  1 19 19   4.61 216.0
19  1 19 20   5.20 221.0
19  1 19 21   4.88 238.0
19  1 19 22   4.01 238.0
19  1 19 23   5.22 218.0
19  1 19 24   4.68 238.0
19  1 20  1   4.71 229.0
19  1 20  2   4.37 228.0
19  1 20  3   6.27 230.0
19  1 20  4   5.51 226.0
19  1 20  5   5.17 217.0
19  1 20  6   5.56 227.0
19  1 20  7   5.70 218.0
19  1 20  8   5.44 220.0
19  1 20  9   3.89 307.0
19  1 20 10   3.54 353.0
19  1 20 11   5.71  35.0
19  1 20 12   5.49  54.0
19  1 20 13   4.74  60.0
19  1 20 14   3.67  82.0
19  1 20 15   4.62 106.0
19  1 20 16   5.68 115.0
19  1 20 17   5.30 115.0
19  1 20 18   5.78 127.0
19  1 20 19   6.09 129.0
19  1 20 20   6.75 133.0
19  1 20 21   7.85 143.0
19  1 20 22   8.16 145.0
19  1 20 23 999.00 999.0
19  1 20 24 999.00 999.0
19  1 21  1 999.00 999.0
19  1 21  2 999.00 999.0
19  1 21  3 999.00 999.0
19  1 21  4 999.00 999.0
19  1 21  5 999.00 999.0
19  1 21  6 999.00 999.0
19  1 21  7 999.00 999.0
19  1 21  8 999.00 999.0
19  1 21  9 999.00 999.0
19  1 21 10 999.00 999.0
19  1 21 11 999.00 999.0
19  1 21 12 999.00 999.0
19  1 21 13 999.00 999.0
19  1 21 14 999.00 999.0
19  1 21 15 999.00 999.0
19  1 21 16 999.00 999.0
19  1 21 17 999.00 999.0
19  1 21 18 999.00 999.0
19  1 21 19 999.00 999.0
19  1 21 20 999.00 999.0
19  1 21 21 999.00 999.0
19  1 21 22 999.00 999.0
19  1 21 23  10.20 341.0
19  1 21 24  13.63 354.0
19  1 22  1  10.90 358.0
19  1 22  2   9.30 355.0
19  1 22  3   8.52 335.0
19  1 22  4   7.84 339.0
19  1 22  5   6.83 322.0
19  1 22  6   6.94 316.0
19  1 22  7   8.35 329.0
19  1 22  8   9.89 338.0
19  1 22  9  10.64 334.0
19  1 22 10  10.91 338.0
19  1 22 11  11.71 341.0
19  1 22 12  13.11 342.0
19  1 22 13  13.14 344.0
19  1 22 14  11.93 345.0
19  1 22 15  10.62 340.0
19  1 22 16   9.40 331.0
19  1 22 17   7.94 331.0
19  1 22 18   5.44 323.0
19  1 22 19   5.12 308.0
19  1 22 20   4.13 325.0
19  1 22 21   3.81 328.0
19  1 22 22   3.89 319.0
19  1 22 23   4.42 268.0
19  1 22 24   4.95 255.0
19  1 23  1   6.17 246.0
19  1 23  2   6.60 242.0
19  1 23  3   6.53 234.0
19  1 23  4   5.30 247.0
19  1 23  5   5.10 256.0
19  1 23  6   4.18 266.0
19  1 23  7   5.30 275.0
19  1 23  8   4.68 276.0
19  1 23  9   4.50 265.0
19  1 23 10   4.13 269.0
19  1 23 11   4.01 252.0
19  1 23 12   2.96 240.0
19  1 23 13   4.62 246.0
19  1 23 14   3.93 230.0
19  1 23 15   3.48 220.0
19  1 23 16   2.18 223.0
19  1 23 17   1.38 176.0
19  1 23 18   2.74  55.0
19  1 23 19   0.00   0.0
19  1 23 20   2.57 282.0
19  1 23 21   4.78 294.0
19  1 23 22   5.58 288.0
19  1 23 23   4.93 294.0
19  1 23 24   4.98 328.0
19  1 24  1   6.04 344.0
19  1 24  2   4.27 333.0
19  1 24  3   4.08   8.0
19  1 24  4   2.91   3.0
19  1 24  5   2.69 343.0
19  1 24  6   2.47  26.0
19  1 24  7   5.13  69.0
19  1 24  8   7.05  42.0
19  1 24  9   7.24  22.0
19  1 24 10   4.11  10.0
19  1 24 11   3.38 334.0
19  1 24 12   4.69 324.0
19  1 24 13   5.73 313.0
19  1 24 14   3.59 306.0
19  1 24 15   2.99 268.0
19  1 24 16   3.45 232.0
19  1 24 17   4.51 222.0
19  1 24 18   4.91 222.0
19  1 24 19   4.95 212.0
19  1 24 20   5.17 211.0
19  1 24 21   5.87 221.0
19  1 24 22   6.36 220.0
19  1 24 23   5.95 229.0
19  1 24 24   5.27 244.0
19  1 25  1   5.42 249.0
19  1 25  2   5.73 260.0
19  1 25  3   6.27 262.0
19  1 25  4   5.90 264.0
19  1 25  5   5.47 264.0
19  1 25  6   5.44 262.0
19  1 25  7   5.25 269.0
19  1 25  8   5.44 254.0
19  1 25  9   6.60 259.0
19  1 25 10   6.75 262.0
19  1 25 11   6.60 258.0
19  1 25 12   6.05 266.0
19  1 25 13   5.03 272.0
19  1 25 14   5.78 279.0
19  1 25 15   5.93 329.0
19  1 25 16   4.32 319.0
19  1 25 17   3.54 308.0
19  1 25 18   3.28 249.0
19  1 25 19   2.63 232.0
19  1 25 20   4.20 218.0
19  1 25 21   5.51 223.0
19  1 25 22   6.56 224.0
19  1 25 23   7.33 223.0
19  1 25 24   6.34 268.0
19  1 26  1   5.70 259.0
19  1 26  2   4.95 263.0
19  1 26  3   4.95 274.0
19  1 26  4   4.37 268.0
19  1 26  5   3.82 284.0
19  1 26  6   4.23 263.0
19  1 26  7   4.35 225.0
19  1 26  8   3.50 251.0
19  1 26  9   4.67 258.0
19  1 26 10   5.17 257.0
19  1 26 11   6.14 255.0
19  1 26 12   6.02 259.0
19  1 26 13   5.36 263.0
19  1 26 14   5.02 276.0
19  1 26 15   8.31 323.0
19  1 26 16  10.25 333.0
19  1 26 17   8.47 327.0
19  1 26 18   7.33 313.0
19  1 26 19   7.07 305.0
19  1 26 20   6.49 287.0
19  1 26 21   6.41 278.0
19  1 26 22   5.86 278.0
19  1 26 23   4.42 279.0
19  1 26 24   4.68 311.0
19  1 27  1   3.66 294.0
19  1 27  2   5.41 262.0
19  1 27  3   7.07 245.0
19  1 27  4   5.83 227.0
19  1 27  5   4.69 239.0
19  1 27  6   6.53 243.0
19  1 27  7   6.75 242.0
19  1 27  8   7.31 241.0
19  1 27  9   6.10 228.0
19  1 27 10   6.26 229.0
19  1 27 11   7.04 237.0
19  1 27 12   7.43 232.0
19  1 27 13   7.11 239.0
19  1 27 14   7.48 241.0
19  1 27 15   8.50 241.0
19  1 27 16   8.01 245.0
19  1 27 17   8.52 255.0
19  1 27 18   7.56 259.0
19  1 27 19   6.31 266.0
19  1 27 20   4.84 286.0
19  1 27 21  11.32 330.0
19  1 27 22  13.80 348.0
19  1 27 23  13.29 349.0
19  1 27 24  12.99 340.0
19  1 28  1   8.81 341.0
19  1 28  2   8.77 349.0
19  1 28  3   8.81 346.0
19  1 28  4  10.66 354.0
19  1 28  5  10.76 360.0
19  1 28  6   8.35   3.0
19  1 28  7   7.21   2.0
19  1 28  8   7.67 345.0
19  1 28  9  11.19 346.0
19  1 28 10  11.82 348.0
19  1 28 11  12.68 350.0
19  1 28 12  13.87 340.0
19  1 28 13  12.97 333.0
19  1 28 14  12.73 338.0
19  1 28 15  11.48 329.0
19  1 28 16  10.98 334.0
19  1 28 17  10.10 339.0
19  1 28 18   6.89 338.0
19  1 28 19   4.27 343.0
19  1 28 20   3.52 302.0
19  1 28 21   3.50 283.0
19  1 28 22   3.64 255.0
19  1 28 23   3.20 256.0
19  1 28 24   3.21 221.0
19  1 29  1   2.82 231.0
19  1 29  2   4.28  18.0
19  1 29  3   3.06  74.0
19  1 29  4   2.65 111.0
19  1 29  5   2.16 127.0
19  1 29  6   1.34 144.0
19  1 29  7   1.45 212.0
19  1 29  8   1.92 215.0
19  1 29  9   1.12 265.0
19  1 29 10   1.82 264.0
19  1 29 11   4.06 320.0
19  1 29 12   4.57 307.0
19  1 29 13   5.41 311.0
19  1 29 14   4.76 327.0
19  1 29 15   4.16 324.0
19  1 29 16   6.43 323.0
19  1 29 17   3.21 278.0
19  1 29 18   2.52 303.0
19  1 29 19   2.41  14.0
19  1 29 20   3.33  49.0
19  1 29 21   3.09  91.0
19  1 29 22   3.64  53.0
19  1 29 23   2.99  85.0
19  1 29 24   2.96 132.0
19  1 30  1   2.67 156.0
19  1 30  2   3.69 160.0
19  1 30  3   4.10 166.0
19  1 30  4   5.13 166.0
19  1 30  5   5.30 170.0
19  1 30  6   3.84 167.0
19  1 30  7   3.20 222.0
19  1 30  8   5.22 258.0
19  1 30  9   5.25 262.0
19  1 30 10   4.27 257.0
19  1 30 11   3.60 245.0
19  1 30 12   3.09 304.0
19  1 30 13   4.22 289.0
19  1 30 14   3.86 256.0
19  1 30 15   2.38 231.0
19  1 30 16   1.28 253.0
19  1 30 17   1.41 205.0
19  1 30 18   1.61 147.0
19  1 30 19   1.38 126.0
19  1 30 20   2.46 198.0
19  1 30 21   3.83 201.0
19  1 30 22   3.88 200.0
19  1 30 23   5.39 205.0
19  1 30 24   5.78 199.0
19  1 31  1   5.85 193.0
19  1 31  2   4.39 254.0
19  1 31  3   3.71 314.0
19  1 31  4   4.96 301.0
19  1 31  5   5.08 270.0
19  1 31  6   4.83 277.0
19  1 31  7   4.88 283.0
19  1 31  8   4.93 293.0
19  1 31  9   3.74 296.0
19  1 31 10   2.43 314.0
19  1 31 11   2.18 312.0
19  1 31 12   2.29 311.0
19  1 31 13   1.53 349.0
19  1 31 14   2.31 349.0
19  1 31 15   1.92 263.0
19  1 31 16   2.75 253.0
19  1 31 17   2.60 228.0
19  1 31 18   2.75 218.0
19  1 31 19   1.84 194.0
19  1 31 20   2.40 186.0
19  1 31 21   2.26 138.0
19  1 31 22   1.82 123.0
19  1 31 23   3.40 180.0
19  1 31 24   4.05 187.0
19  2  1  1   4.47 212.0
19  2  1  2   5.71 223.0
19  2  1  3   6.90 234.0
19  2  1  4   7.50 249.0
19  2  1  5   6.63 257.0
19  2  1  6   6.61 263.0
19  2  1  7   5.71 268.0
19  2  1  8   6.51 266.0
19  2  1  9   7.04 269.0
19  2  1 10   6.07 275.0
19  2  1 11   5.17 276.0
19  2  1 12   4.40 256.0
19  2  1 13   2.77 245.0
19  2  1 14   1.67 200.0
19  2  1 15   2.77 167.0
19  2  1 16   4.01 169.0
19  2  1 17   3.06 169.0
19  2  1 18   2.36 164.0
19  2  1 19   2.55 182.0
19  2  1 20   3.55 203.0
19  2  1 21   5.13 203.0
19  2  1 22   5.19 208.0
19  2  1 23   5.07 215.0
19  2  1 24   5.46 214.0
19  2  2  1   5.19 231.0
19  2  2  2   5.58 241.0
19  2  2  3   6.00 252.0
19  2  2  4   7.24 257.0
19  2  2  5   7.99 259.0
19  2  2  6   7.51 263.0
19  2  2  7   6.68 260.0
19  2  2  8   6.44 269.0
19  2  2  9   6.95 267.0
19  2  2 10   6.17 264.0
19  2  2 11   3.74 264.0
19  2  2 12   2.04 314.0
19  2  2 13   1.56 253.0
19  2  2 14   1.80 230.0
19  2  2 15   2.01 196.0
19  2  2 16   3.11 183.0
19  2  2 17   2.77 225.0
19  2  2 18   3.37 235.0
19  2  2 19   2.38 176.0
19  2  2 20   3.20 187.0
19  2  2 21   4.22 186.0
19  2  2 22   4.32 188.0
19  2  2 23   4.08 185.0
19  2  2 24   3.86 191.0
19  2  3  1   4.50 211.0
19  2  3  2   5.15 223.0
19  2  3  3   4.86 226.0
19  2  3  4   4.91 220.0
19  2  3  5   4.74 243.0
19  2  3  6   3.94 243.0
19  2  3  7   4.23 249.0
19  2  3  8   2.38 223.0
19  2  3  9   1.63 217.0
19  2  3 10   0.87 214.0
19  2  3 11   1.85 114.0
19  2  3 12   3.76 129.0
19  2  3 13   3.96 158.0
19  2  3 14   5.90 245.0
19  2  3 15   5.10 257.0
19  2  3 16   7.38 295.0
19  2  3 17   5.22   3.0
19  2  3 18   2.74   4.0
19  2  3 19   2.12   4.0
19  2  3 20   3.11  18.0
19  2  3 21   1.87  55.0
19  2  3 22   1.36 135.0
19  2  3 23   2.14 194.0
19  2  3 24   2.53 201.0
19  2  4  1   3.20 204.0
19  2  4  2   4.03 204.0
19  2  4  3   3.79 191.0
19  2  4  4   4.42 121.0
19  2  4  5   4.13 111.0
19  2  4  6   5.83 122.0
19  2  4  7   6.15 126.0
19  2  4  8   6.58 125.0
19  2  4  9   6.70 125.0
19  2  4 10   7.41 129.0
19  2  4 11   7.94 131.0
19  2  4 12   8.41 125.0
19  2  4 13   8.99 119.0
19  2  4 14   9.25 119.0
19  2  4 15   9.72 125.0
19  2  4 16   9.78 121.0
19  2  4 17   9.13 113.0
19  2  4 18   8.89 113.0
19  2  4 19   9.35 119.0
19  2  4 20   8.55 116.0
19  2  4 21   8.89 125.0
19  2  4 22   6.24 124.0
19  2  4 23   7.33 127.0
19  2  4 24   6.75 114.0
19  2  5  1   6.99 114.0
19  2  5  2   7.29 123.0
19  2  5  3   6.24 131.0
19  2  5  4   6.46 128.0
19  2  5  5   6.44 134.0
19  2  5  6   6.00 128.0
19  2  5  7   6.36 128.0
19  2  5  8   4.54 122.0
19  2  5  9   6.95 144.0
19  2  5 10   7.28 154.0
19  2  5 11   5.36 147.0
19  2  5 12   3.69 143.0
19  2  5 13   3.57 165.0
19  2  5 14   2.69 162.0
19  2  5 15   4.96  93.0
19  2  5 16   6.36 100.0
19  2  5 17   7.45 114.0
19  2  5 18   6.32 114.0
19  2  5 19   5.58 116.0
19  2  5 20   6.63 123.0
19  2  5 21   6.87 127.0
19  2  5 22   6.73 127.0
19  2  5 23   6.63 116.0
19  2  5 24   5.64 112.0
19  2  6  1   5.63 111.0
19  2  6  2   5.00 117.0
19  2  6  3   5.93 113.0
19  2  6  4   5.46 111.0
